"Class","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
0,19300,98769,121140,"HomeImp","Mgr",0,0,1,313.92451539,0,20,43.085543048
0,32300,195243,294372,"DebtCon","Other",27,0,0,150.20938052,0,22,39.072775661
0,20100,NA,22971,"DebtCon","ProfExe",5,0,0,102.72665449,1,18,18.507802639
0,12300,68024,78800,"DebtCon","Sales",7,0,0,125.50405141,0,35,29.293344354
1,13100,NA,NA,"HomeImp","ProfExe",0.75,NA,NA,NA,NA,NA,NA
0,50800,NA,86207,"HomeImp","Self",9,0,0,167.82361048,0,21,26.650512244
0,28000,58002,86427,"DebtCon","Other",9,0,1,129.57535197,2,29,39.362693216
0,9900,55231,78708,"DebtCon","Office",4,0,0,85.801476116,2,15,24.594992574
0,7900,42400,53000,"DebtCon","Other",2,0,1,95.366666667,0,20,NA
0,25000,94000,141750,"DebtCon","Mgr",22,0,0,209,0,13,NA
0,11700,52650,63646,"DebtCon","Other",0,1,0,194.76099992,1,13,27.610844064
0,8400,62989,76718,"HomeImp","Mgr",3,0,2,131.47138261,0,22,29.200400339
0,28000,62376,104073,"DebtCon","Other",16,1,0,146.14192957,0,30,39.759849639
0,23600,30758,57280,"DebtCon","Other",13,0,0,104.39569049,2,24,31.120398625
1,7500,57340,80000,"DebtCon","ProfExe",4,0,5,86.233333333,3,14,NA
0,16900,71672,96677,"DebtCon","Other",1,0,0,153.79169482,0,30,35.327836168
0,22100,24000,49000,"DebtCon","Other",14.4,0,0,109.56666667,2,25,NA
0,17700,111612,128416,"DebtCon",NA,14,0,0,169.73348753,0,17,39.770628448
0,59800,42069,72082,"DebtCon","Other",4,0,0,78.404073089,0,21,29.01621726
1,8300,10000,63775,"HomeImp","Other",0,0,0,200.86666667,0,14,NA
0,24300,41323,73309,"DebtCon","Other",27,0,1,298.18590413,2,32,36.155277517
0,25700,189995,250814,"DebtCon","Other",9,0,0,100.80094267,1,25,41.00583277
0,16000,84505,108652,"DebtCon","Office",30,NA,1,332.38573601,2,48,33.74218195
0,15700,16804,34294,"DebtCon","Mgr",9,0,0,131.77342323,0,10,23.979702773
0,32700,39796,77819,"DebtCon","Other",NA,NA,NA,294.43069578,0,15,40.237072957
0,16200,22956,44866,"DebtCon","Mgr",16,0,0,114.75901917,1,17,24.090882167
0,16600,NA,56631,"DebtCon","Office",2,0,0,98.760223233,1,8,39.799527401
1,44000,55604,101916,"DebtCon","Other",3,0,1,194.23495289,2,37,43.338556593
0,25700,85417,98179,"HomeImp",NA,7,NA,NA,NA,NA,NA,30.829477167
0,6500,33639,37345,"HomeImp","ProfExe",11,0,0,191.0756559,0,13,24.227319339
0,16500,42317,66966,"HomeImp","ProfExe",3,0,0,206.23838916,3,17,35.00637947
0,20000,127826,277500,"HomeImp","Mgr",3,0,0,193.8,0,15,NA
0,13900,50415,68166,"DebtCon","Other",10,0,0,235.68096702,0,17,33.770037533
0,15800,91095,109401,"DebtCon","Sales",12,NA,1,154.36018316,0,17,33.526270674
0,17100,104652,169076,NA,"Other",NA,1,NA,270.58121434,NA,23,38.465227693
1,25500,25828,44166,"DebtCon","Other",NA,0,1,187.86251838,NA,17,39.427890157
1,42000,140000,NA,"DebtCon","ProfExe",25,2,1,311.43333333,1,15,NA
0,18900,34583,59247,"DebtCon","Other",15,0,0,89.340627109,0,17,39.990188361
0,12700,48139,64842,"DebtCon","Other",0,1,0,192.47915219,2,13,26.54684008
0,21800,NA,59736,"DebtCon","Other",NA,0,0,304.73693031,0,18,36.713113714
0,21700,62506,96588,"HomeImp","ProfExe",18,0,1,615.13337324,0,24,21.972675195
0,10200,60180,72370,"DebtCon","Mgr",5,NA,NA,125.29486665,NA,23,42.504613543
0,33200,57419,103648,"DebtCon","Office",4,0,0,175.38672313,1,25,34.286250508
0,13700,81378,108628,"HomeImp","ProfExe",12,0,2,181.72253428,0,27,32.652022631
0,11400,84278,200480,"HomeImp","Self",14,0,0,4.4127700608,NA,8,19.112485067
0,25600,47936,80600,"DebtCon","Other",23,NA,1,290.47827682,0,30,37.734940524
0,10200,54900,79000,"DebtCon","Office",14,0,0,113.63333333,0,24,NA
1,10600,22000,35200,"DebtCon","Mgr",13,0,0,90.333333333,5,14,NA
0,10800,75378,86060,"DebtCon","Mgr",6,0,0,102.66507078,0,23,30.09500969
0,13700,96597,120380,"DebtCon","ProfExe",13,0,0,181.40485044,1,17,34.315437212
0,26800,145745,211400,"HomeImp","ProfExe",6,0,0,184.71163469,1,27,39.848391232
0,14800,50570,69422,"DebtCon","Other",3,0,0,191.17794146,0,13,36.64708052
0,10800,67740,108135,"DebtCon","Office",11,0,0,163.27383179,1,12,38.383498378
0,19300,39926,101208,"HomeImp","Other",4,0,0,140.05163825,0,14,31.545694154
0,25200,55283,103324,"DebtCon","ProfExe",0,0,0,181.45136816,0,26,32.923860468
0,20600,35530,105838,"HomeImp","Other",7,0,0,106.162918,0,15,32.093866518
0,16000,88093,106943,"DebtCon","ProfExe",7,0,0,207.20285047,1,36,42.573079502
0,9700,108000,210000,"HomeImp","ProfExe",2.3,0,0,124.83333333,1,15,NA
1,12400,94000,112000,"DebtCon","Mgr",4,0,0,NA,0,0,NA
0,31000,51370,103298,"DebtCon","Office",0,0,0,175.60961458,2,25,38.093414639
0,25100,96627,128022,"DebtCon","ProfExe",1,0,0,197.63347142,3,37,35.980542351
0,24400,65233,96473,"DebtCon","Other",15,0,0,80.098690968,1,17,35.442946765
0,10600,54344,92742,"HomeImp","Other",19,0,0,171.20507901,0,28,24.553206166
0,13700,70763,78449,"DebtCon","Office",12,0,0,271.65672425,5,36,40.561983645
0,16900,31143,75125,"HomeImp","Other",NA,1,0,237.17904542,0,49,42.132280565
0,17000,97713,164869,NA,"Other",NA,0,NA,253.4763166,NA,23,36.452295794
0,20600,67086,108006,"DebtCon","Office",6,NA,1,116.32865754,2,18,36.966325226
0,23300,65310,89959,"DebtCon","Other",2,0,0,89.794149202,1,30,33.986098814
0,18500,99474,127470,"DebtCon","Office",22,0,0,287.00225626,3,16,30.996027629
0,11900,78959,104371,"DebtCon","Mgr",1,0,0,79.081397224,1,23,40.02421108
0,36300,142395,195120,"DebtCon","ProfExe",22,0,0,185.35937208,0,22,38.355094886
0,6100,NA,47400,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,13900,48110,63601,"DebtCon","ProfExe",5,0,0,153.73539865,1,12,29.964687389
0,11900,44142,54299,"HomeImp","Other",22,0,0,123.47114722,0,22,37.154902302
0,14700,49264,68591,"DebtCon","Other",9,0,0,237.83915914,0,18,31.25670012
0,19400,109812,172705,"DebtCon","Office",5,0,0,204.10541489,3,23,43.338407206
0,28100,86778,110851,"DebtCon","Office",9,0,0,398.4023372,0,44,41.04058878
0,15000,NA,94000,NA,"Other",NA,0,0,186.7,1,10,NA
0,20300,37388,55703,"DebtCon","Other",NA,0,0,222.733567,0,12,39.814736842
0,18900,68315,98175,"HomeImp","Mgr",14,0,0,161.33333333,0,28,NA
0,21100,16110,54436,"DebtCon","Other",24,0,2,207.20795161,1,25,28.093375587
0,24600,NA,146804,NA,NA,NA,NA,NA,NA,NA,NA,17.263534849
1,24200,121000,162900,"DebtCon","Self",13,1,1,151.93333333,1,35,NA
0,16200,25329,37433,"DebtCon","ProfExe",21,1,0,207.15954753,2,16,32.718088027
0,20500,89269,132500,"DebtCon","ProfExe",NA,0,0,203.9,0,21,NA
0,10000,48769,65328,"DebtCon","Office",4,0,1,104.69524068,3,12,39.049359218
0,25000,NA,45764,"DebtCon","Other",NA,NA,NA,107.14476083,NA,12,27.779905337
0,20700,41000,65000,"DebtCon","Other",26,0,0,305.26666667,3,32,NA
0,65200,71061,141666,"HomeImp","Office",10,0,1,134.68090672,0,11,43.56886383
0,10400,62442,73197,"DebtCon","ProfExe",8,0,0,47.610677633,1,24,38.88482776
1,15000,68000,96000,"DebtCon","Mgr",12,0,3,109.56666667,0,24,NA
0,31800,70680,114720,"HomeImp","Other",5,NA,NA,115.85024915,11,20,43.06942356
0,20000,105422,146613,"HomeImp",NA,NA,NA,NA,NA,NA,NA,38.039855031
1,22300,NA,135000,"DebtCon","Office",9,NA,NA,NA,NA,NA,NA
1,21900,108000,144940,"DebtCon","Other",13,0,0,260.76666667,1,22,NA
0,15300,83004,121108,NA,NA,NA,NA,NA,NA,NA,NA,36.823393194
0,21300,98507,125539,"HomeImp","Mgr",0,0,1,311.32570371,0,19,42.227214966
0,23400,125750,165732,"DebtCon","ProfExe",6,0,0,195.08453906,0,38,20.733031637
0,8800,74562,89695,"HomeImp","Other",24,0,0,338.77674581,1,47,28.439716511
1,38000,106000,160000,"DebtCon","Other",24,0,6,240.46666667,0,33,NA
0,65200,63338,148871,"HomeImp","Office",11,0,0,124.24307678,0,12,41.444010777
0,15600,102881,117868,"DebtCon","Other",11,0,0,287.44113086,2,19,31.759876787
0,16400,NA,51454,"DebtCon","Other",NA,NA,NA,338.11080678,NA,17,33.491836085
1,7000,NA,96783,"HomeImp","Other",20,NA,NA,NA,NA,NA,40.730315337
1,8500,30077,42770,"DebtCon","Office",0.25,0,0,89.266666667,0,10,NA
1,15000,37000,58488,"HomeImp","Other",2,0,0,266.93333333,0,48,NA
0,8900,80334,87448,"DebtCon","Mgr",18,0,0,279.87655021,0,23,38.513997448
0,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.352644226
1,15000,NA,74750,"DebtCon",NA,NA,NA,NA,NA,NA,NA,NA
1,23200,14511,81579,"DebtCon","Other",7,0,3,272.938299,0,23,47.120580493
1,13200,65372,81426,"DebtCon","Other",4,NA,1,102.6208363,3,29,38.934169132
0,23600,36438,80176,"DebtCon","ProfExe",10,0,0,289.70153888,0,19,39.929954554
0,12900,87270,97929,"HomeImp","ProfExe",0,0,0,65.107496541,1,20,34.696365542
0,13000,20200,37245,"DebtCon","ProfExe",21,0,1,199.9,2,16,NA
1,40400,83786,131000,"DebtCon","Office",34,NA,13,210.6,3,36,NA
1,20000,77900,105400,"DebtCon","Mgr",4,0,0,110.6,0,17,NA
0,7400,NA,44651,"HomeImp","Other",2,0,0,271.91816905,0,25,42.930043097
0,33900,128884,172094,"DebtCon","Mgr",12,1,0,166.62473824,1,27,42.318899224
0,15200,53433,114245,"HomeImp","Office",2,NA,3,155.36748659,1,24,36.954615162
0,15200,34854,63519,"DebtCon","ProfExe",6,0,0,275.47969762,0,15,20.785145567
1,14800,63800,96500,"HomeImp","Mgr",9,0,4,185.43333333,2,14,NA
0,12900,58566,74655,"DebtCon","Mgr",5,NA,NA,116.77581763,NA,24,39.977051188
0,10400,64904,76767,"DebtCon","Office",11,0,0,245.01801188,4,37,41.423844135
1,11100,52900,91741,"HomeImp","Other",NA,1,1,93.110352698,NA,8,40.761453071
0,6600,68733,81973,"HomeImp","Other",5,0,0,96.977667199,0,14,42.211046784
0,26000,139904,172310,"DebtCon","Other",6,1,0,204.11441471,0,19,34.83482969
1,18000,57988,86970,"DebtCon","Other",16,0,0,165.33333333,2,14,NA
0,27500,145774,206788,"HomeImp","ProfExe",4,0,0,191.94101884,0,27,38.001192233
0,6400,76577,83200,"DebtCon",NA,5,NA,NA,NA,NA,NA,22.055034214
0,18500,67686,95949,"HomeImp","ProfExe",9,0,0,78.949070691,0,16,31.808242985
0,7100,120176,180104,"DebtCon","Other",8,0,0,221.60732419,0,18,32.674358967
0,12600,84933,110253,"DebtCon","ProfExe",8,0,0,192.42260626,1,37,40.845077791
1,22700,94601,99755,"DebtCon","Other",3,0,0,129.56430076,0,16,37.969304541
0,22000,142072,181484,"DebtCon","ProfExe",6,NA,NA,162.53864032,5,42,41.270820127
0,6400,9113,46351,"HomeImp","Self",NA,0,0,202.25079583,0,11,45.114319388
0,14200,71979,86443,"DebtCon","Other",2,0,0,238.26434622,3,25,32.13676623
0,18300,31427,60249,"DebtCon","Other",16,0,0,110.55227739,0,18,40.00125599
0,11100,35782,45550,"HomeImp","Other",8,0,0,109.28434579,0,3,36.159805919
0,12500,101047,118913,"HomeImp","Office",2,0,0,156.60549165,1,22,35.899287842
0,18900,103130,120119,"DebtCon","Other",7,0,0,292.7517427,1,19,30.681688914
0,30500,113822,148478,"DebtCon","ProfExe",10,0,0,165.78827835,0,16,31.163207005
0,13000,26863,44218,"HomeImp","Other",10,0,0,92.99959341,2,11,29.112936155
0,22600,31933,47669,"HomeImp","Self",4,0,NA,133.44747901,NA,11,24.201086188
0,22800,64659,96063,"DebtCon","Mgr",8,0,0,201.06828707,2,18,31.541822123
0,15700,83830,122719,NA,NA,NA,NA,NA,NA,NA,NA,35.165146151
0,8300,14601,66143,"HomeImp","Office",24,0,0,320.23488221,1,12,40.015070568
1,43300,NA,45924,"DebtCon","Other",NA,1,1,207.3007302,0,17,33.678945978
0,6500,51724,87770,"DebtCon",NA,4,0,0,209.32631158,4,29,30.343448604
0,11900,61094,74842,NA,"Other",12,0,0,250.19983439,0,26,29.734874071
0,7700,14776,32287,NA,NA,NA,NA,NA,NA,NA,NA,34.880462318
0,15700,111367,127421,"DebtCon",NA,16,0,0,184.23480732,1,18,41.03530607
0,8100,78977,91995,"DebtCon","Mgr",19,0,0,296.74709479,1,23,38.820940293
0,20400,38267,68684,"DebtCon","Office",12,0,1,121.45336289,0,22,42.206433219
0,7800,55000,62800,"HomeImp","Other",6,0,0,123.03333333,0,34,NA
1,6500,13600,NA,"HomeImp","Other",14,2,5,115.36666667,1,16,NA
0,14200,46320,62044,"DebtCon","Other",6,0,0,106.98389551,2,49,29.057908417
1,15000,61265,NA,"DebtCon","Office",22,0,0,186.66666667,1,21,NA
0,86000,47355,85000,"DebtCon","Other",15,0,0,210.96666667,0,16,NA
0,23000,213000,280000,"HomeImp","ProfExe",7,NA,5,468.86666667,NA,56,NA
1,12600,72854,86209,NA,"ProfExe",2,0,0,118.06964742,0,14,36.051487179
1,10800,194485,228670,"HomeImp","ProfExe",1,0,0,75.458150356,NA,4,28.370130884
0,17000,12613,85000,"DebtCon","Other",21,0,0,226.36666667,3,41,NA
0,5100,85583,115341,"HomeImp","ProfExe",7,0,0,177.95825512,1,28,26.257970132
0,5900,82912,91175,"DebtCon","ProfExe",2,NA,NA,NA,NA,NA,27.595273523
0,5000,NA,26550,"DebtCon","Other",1.7,0,0,276.96666667,1,14,NA
0,27400,NA,39858,"DebtCon","Other",11,1,NA,87.379007649,NA,14,20.588214357
1,29000,72478,113000,"DebtCon","Other",1.5,0,6,114.66666667,4,12,NA
1,10000,28000,73250,"HomeImp","Other",2,0,0,28.966666667,4,12,NA
0,14600,4810,88000,"HomeImp","Other",14,0,1,266.83333333,0,23,NA
0,4200,50216,58541,"HomeImp","Office",19,0,0,209.87130224,0,19,20.20803267
0,23000,42600,69500,"DebtCon","Other",10,0,0,119.7,1,20,NA
0,22900,136032,180899,"DebtCon","ProfExe",21,0,0,240.34747113,0,24,41.596747473
0,22700,93413,134653,"DebtCon","ProfExe",NA,0,0,219.57065379,1,21,27.284560734
0,43900,120527,174003,"DebtCon","Self",13,0,0,167.20836635,0,4,39.289348981
0,31700,55247,103246,"DebtCon","Office",3,0,0,177.27692791,1,25,35.302774108
0,17800,13660,173360,"HomeImp","Mgr",23,0,0,78.838898801,2,21,30.062792323
1,10500,41500,56247,"DebtCon","Other",8,0,1,70.033333333,2,24,NA
1,12800,40932,72172,"DebtCon","Other",20,0,0,162.04401039,0,16,37.51836575
1,28300,104686,136033,"HomeImp","ProfExe",13,0,2,291.17166139,1,27,5.7629948717
0,24500,123319,159934,"DebtCon","Mgr",2,0,0,300.62518954,0,25,37.786175201
1,44400,67272,130818,"HomeImp","Other",9,0,0,112.5918505,0,12,43.680965012
0,7000,81335,81018,"HomeImp","Other",22,0,0,341.61057605,1,47,27.767299768
0,12500,157312,181050,"DebtCon","ProfExe",7,NA,0,209.70673679,4,25,40.905619756
1,18000,47000,69000,"DebtCon","Other",6,3,2,110.63333333,2,24,NA
0,46700,NA,81114,"HomeImp","Office",10,0,0,295.73439152,0,12,33.415153004
0,7500,57213,92458,"HomeImp","Office",28,0,0,243.15711917,1,16,23.992353351
0,12400,83018,96637,"DebtCon","Other",2,0,0,95.902131333,2,32,41.244779194
0,16100,47198,79384,"DebtCon","Other",1,NA,1,297.4825046,1,9,36.736113667
0,18100,23928,55734,"DebtCon","ProfExe",17,0,0,175.89535449,0,19,37.945522273
0,10500,NA,73388,"HomeImp","Other",NA,0,0,367.23086382,0,7,36.842174626
0,6300,79667,96988,"DebtCon","ProfExe",1,NA,NA,NA,NA,NA,29.835960721
0,8600,66366,75957,"DebtCon","ProfExe",8,0,0,72.916721072,2,25,39.660408739
0,22400,106561,157214,"DebtCon","Mgr",15,0,0,186.62809656,0,25,33.430637604
1,20000,104000,139900,"DebtCon","Other",15,1,1,95.366666667,4,49,NA
0,5000,39000,50340,"HomeImp","Office",10,NA,NA,179.83333333,NA,19,NA
0,10200,77571,102732,"HomeImp","ProfExe",6,0,0,100.62966346,0,34,37.361513569
1,13700,74147,92427,"DebtCon","Other",7,0,3,181.30579978,0,33,39.272466343
0,65100,67389,142740,"HomeImp","Office",9,0,1,116.90610408,0,11,43.368718125
1,12000,59099,82000,"DebtCon","Other",10,0,2,219.13333333,0,33,NA
0,24200,91491,141827,"DebtCon","ProfExe",21,1,0,163.17437719,0,25,42.060981767
0,10200,9078,35261,NA,NA,NA,NA,NA,NA,NA,NA,33.666454504
0,22900,65017,88066,"DebtCon","Other",3,0,0,93.552927533,1,29,32.011079376
0,15900,101412,119751,"DebtCon","Other",9,0,0,299.95309804,2,18,30.1768704
1,13500,28000,85999,"DebtCon","Other",0,6,4,227.26666667,6,37,NA
0,5400,68625,82304,"DebtCon","Sales",2,0,0,136.63294416,0,30,32.05002349
0,15800,20665,43790,"DebtCon","Mgr",8,0,0,108.41393655,0,11,22.826892443
1,16100,NA,30695,"HomeImp","Other",11,0,1,64.335741119,2,2,29.233014839
0,6200,75657,84368,"DebtCon","Sales",4,0,0,122.24494502,0,30,32.552543335
1,18400,43188,68876,"DebtCon","Other",NA,0,0,199.00057602,6,25,41.006103287
0,11700,96532,107600,"DebtCon","Other",12,0,0,214.86981675,2,15,40.287411441
0,14300,19111,49794,"HomeImp","Office",23,0,0,262.30674029,0,19,30.933678393
0,12400,137927,160566,"HomeImp","ProfExe",6,0,1,436.75177987,0,42,29.272556814
0,16600,74681,95471,"DebtCon","Other",6,0,0,187.65351043,4,19,40.453753155
0,21500,135899,186976,"DebtCon","ProfExe",18,0,0,227.34748644,1,24,42.660677489
0,27500,132000,179000,"DebtCon","ProfExe",1,1,0,226.23333333,2,19,NA
0,24800,98139,121696,"DebtCon","Self",3,0,0,208.52326694,1,27,32.64426513
0,11800,57760,65535,"DebtCon","Mgr",11,0,0,108.46940045,1,18,32.783483568
0,59200,43877,74768,"DebtCon","Other",5,0,0,102.55031718,0,21,31.304267434
1,18200,95091,113294,"DebtCon","ProfExe",15,0,3,188.50461695,0,36,78.654386048
1,25000,184000,232760,"DebtCon","Other",4,0,4,230.1,2,44,NA
0,14100,86996,108452,"HomeImp","Other",19,0,0,134.99325176,4,24,29.778946076
0,13900,57700,74350,"DebtCon",NA,8.5,NA,NA,NA,NA,NA,NA
1,15000,48786,72500,"DebtCon","Other",10,0,0,75.4,2,9,NA
0,12000,88000,118750,"HomeImp","Mgr",3,0,3,153.5,0,26,NA
0,13800,94843,125541,"HomeImp","Mgr",2,0,2,159.25249684,0,26,42.305239736
0,11200,19496,73140,"DebtCon","ProfExe",20,0,1,399.24269191,1,12,23.374504567
0,9100,NA,50391,NA,NA,NA,NA,NA,NA,NA,NA,15.024705832
0,17300,79412,114906,"DebtCon","Mgr",17,0,0,247.3605705,4,30,36.536435564
0,33500,73761,117729,"DebtCon","Mgr",11,0,0,62.120909614,0,35,25.461614071
0,8200,NA,33540,"HomeImp","Office",21,0,0,178.68792754,0,15,36.601698856
1,15800,74815,89721,"DebtCon","Mgr",16,0,0,NA,0,0,37.984504628
0,21000,63405,86804,"DebtCon","Office",5,NA,NA,156.87275074,NA,15,37.433784588
0,24700,53925,83056,"DebtCon","Mgr",4,0,0,251.1883928,2,25,34.889241727
0,24700,109377,133116,"DebtCon","Mgr",10,1,0,184.35578292,5,17,40.202630102
0,26500,240782,267675,"HomeImp","Self",6,0,0,229.30702576,1,50,37.740918996
0,45700,118247,174711,"DebtCon","Self",11,0,0,170.65222452,0,5,37.730751386
0,78400,13900,102910,"HomeImp",NA,27,0,1,138,0,14,NA
0,14700,76931,94245,"DebtCon","Other",5,3,0,78.687519875,0,21,25.430314939
0,13600,90519,110885,"DebtCon","Other",12,0,0,201.83559082,3,16,39.666054406
0,27000,NA,38356,"DebtCon","Other",8,0,NA,87.474223059,NA,13,20.927415374
0,16500,56500,80000,"DebtCon","Other",2,0,0,308.43333333,3,16,NA
0,20000,39000,62000,"DebtCon","Office",6,0,0,170.43333333,2,27,NA
0,8000,61565,87624,"DebtCon","ProfExe",14,0,0,203.9971364,0,17,23.562565007
0,24200,150939,183208,"DebtCon","Other",1,0,0,205.77680196,0,34,39.656334058
0,15300,101000,112500,"DebtCon","Other",1,0,0,129.86666667,2,21,NA
0,25400,69035,108365,"DebtCon","ProfExe",13,0,0,281.22191088,1,33,39.543341495
0,11500,70409,89099,"DebtCon","ProfExe",9,0,0,169.40165199,0,11,40.174430056
0,7100,58639,72412,"DebtCon","ProfExe",14,0,0,120.03346455,0,20,43.678746661
0,28700,107281,155874,"DebtCon","ProfExe",10,0,0,173.83583579,0,17,32.740368493
1,15000,55300,81000,"DebtCon","Other",5.3,8,0,259.73333333,4,30,NA
0,41100,59463,112626,"DebtCon","Mgr",16,0,0,210.20396948,0,22,40.439555696
0,13000,38200,64764,"HomeImp","ProfExe",4,0,0,211.06666667,3,18,NA
1,12000,NA,NA,"HomeImp","Other",3,0,2,213.66666667,1,15,NA
0,8000,177683,251771,"DebtCon","Sales",NA,0,0,138.51160087,0,22,39.735448824
0,13300,64002,88174,"DebtCon","Other",3,NA,NA,157.91698973,NA,34,29.79823118
1,15400,180017,206148,"DebtCon","Mgr",2,0,2,196.03365793,1,49,36.417342576
0,23000,NA,56390,"DebtCon","Other",NA,0,1,314.27371253,0,19,37.74372511
0,69600,198702,293252,"DebtCon","Self",10,0,0,208.29900684,2,24,27.761644137
0,31800,195134,299299,"DebtCon","Other",29,0,0,161.88512635,0,22,38.637023919
0,21100,143487,180122,"HomeImp","Mgr",7,0,0,324.1633286,0,16,43.251182523
0,22900,NA,81255,"DebtCon","Sales",3,0,0,405.86784833,0,22,23.542129915
0,4900,58688,63348,"DebtCon","ProfExe",9,0,3,179.16257471,2,31,22.544392837
1,14200,100663,122021,"DebtCon","ProfExe",0,0,0,139.98397675,0,20,43.797459562
0,30200,34955,79556,"DebtCon","Other",8,NA,NA,121.02331335,NA,23,32.804530596
0,18600,NA,95085,NA,"Other",NA,0,0,175.78799489,1,10,32.250915334
0,16400,82869,94390,"DebtCon","ProfExe",8,0,2,358.05066023,NA,42,39.060627308
0,17100,56791,94396,"DebtCon","ProfExe",7,0,0,110.29408781,1,21,36.107340903
1,15300,96700,NA,"HomeImp","Other",5,0,1,225.16666667,0,24,NA
0,26500,77198,131090,"DebtCon","Office",0,0,0,312.90880367,0,24,37.830163787
0,18900,154563,198790,"DebtCon","Other",7,0,0,NA,1,15,29.47261446
0,17600,106381,134476,"DebtCon","Other",0,0,0,294.07325413,0,47,38.581658717
0,40300,33299,73380,"DebtCon","ProfExe",4,0,0,184.53758909,1,18,24.374481112
0,11500,56720,82738,"HomeImp","Other",17,0,0,200.41695429,0,16,34.019837692
0,3000,47000,56400,"HomeImp","Office",21,0,0,201.86666667,0,20,NA
1,12000,114390,132800,"DebtCon","Mgr",10,0,0,95.733333333,0,25,NA
0,18200,13925,94898,"DebtCon","Other",22,0,0,223.90191801,2,41,35.998225405
0,9700,63488,74374,"DebtCon","Office",5,0,0,106.58945227,2,15,26.896012771
0,50400,40140,103789,"HomeImp","Self",9,0,0,208.76657482,3,35,40.015262668
0,25700,31333,56733,"DebtCon","Other",13,0,0,97.086150555,2,25,30.619786755
0,9500,41541,57280,"DebtCon","Other",6,0,0,69.229369351,1,10,29.160127076
0,41200,99653,157923,"DebtCon","Other",14,NA,1,213.48287428,3,30,40.908479949
0,36500,114350,164159,"DebtCon","Other",NA,0,0,245.52325495,3,13,37.071332797
1,17000,43000,63500,"DebtCon","Other",8,0,0,46.666666667,3,11,NA
0,22500,40884,76895,"DebtCon","ProfExe",8,0,0,270.26019668,0,18,39.954572785
0,13900,62968,84947,"DebtCon","Office",13,0,0,239.77323213,3,37,42.236189141
0,19200,101641,160839,NA,"Other",NA,1,NA,260.83499293,NA,23,37.123604306
0,18000,46865,61266,"DebtCon",NA,5,0,0,102.59467389,2,9,26.353753375
0,13500,117604,136099,"DebtCon","ProfExe",15,NA,0,188.26097281,1,32,31.63052886
0,27300,97373,126102,"DebtCon","Office",10,0,1,139.13259829,0,28,39.173553951
0,15100,26196,45657,"HomeImp","Other",9,0,0,86.716593393,1,12,29.321754466
0,8600,NA,47791,NA,NA,NA,NA,NA,NA,NA,NA,14.392536075
0,26800,149729,183027,"DebtCon","ProfExe",7,0,0,331.25655711,0,34,37.000883221
1,32000,33148,69965,"DebtCon","ProfExe",13,2,4,112.51086544,3,27,36.021508666
1,14300,52260,73000,"DebtCon","Mgr",0.6,1,3,62.9,0,17,NA
0,9700,NA,64644,"HomeImp","Other",NA,0,0,368.07092408,0,6,36.573169598
0,13000,61509,77065,"DebtCon","Other",6,0,0,172.8544902,2,17,35.390861311
0,11100,27861,47737,"HomeImp","Other",8,0,0,89.492116658,0,4,34.050949362
0,27100,140305,237302,"HomeImp","ProfExe",27,0,0,349.51426763,2,18,37.420847161
0,16100,68905,91572,"DebtCon","Office",3,0,0,165.45712458,0,25,24.920119989
0,27000,77910,117590,"DebtCon","Other",4,0,0,91.874211097,2,31,38.497154977
1,26100,73525,NA,"DebtCon","Office",3,1,NA,106.65229841,0,6,22.508172514
0,8400,57103,78079,"DebtCon","Other",0,0,0,56.30976479,8,21,23.521188257
0,17100,46953,69086,"DebtCon","ProfExe",6,0,0,165.62778833,2,11,29.249143602
0,13400,95084,117279,"HomeImp","Office",4,0,0,145.96234363,0,21,39.244669483
0,10100,45493,54605,"HomeImp","Mgr",21,0,1,234.59177844,0,18,36.594664037
0,9600,56224,60260,"DebtCon","Other",15,0,3,219.7420453,0,36,25.439463543
0,18200,97146,124195,"DebtCon","Office",24,0,0,278.3074217,2,17,32.721694978
0,8100,43553,88242,"DebtCon",NA,2,0,0,207.94046872,4,30,31.329651718
0,13300,86360,116111,"HomeImp","Mgr",8,0,0,232.29213861,0,24,32.012701356
0,38000,58200,108000,"DebtCon","Mgr",16,0,1,195.83333333,0,22,NA
0,21200,48273,71102,"DebtCon","Other",7,0,0,73.303097452,2,19,34.659259929
0,12100,90917,102400,"DebtCon","Sales",11,NA,2,159.87451797,0,17,33.453728495
0,43200,367917,466755,"HomeImp","ProfExe",3,0,0,312.30633923,4,15,42.62357404
0,10700,51224,70399,"DebtCon","Mgr",5,NA,NA,110.67744165,NA,23,42.939294407
0,32300,14163,60626,"DebtCon","Other",0,0,0,109.03108797,1,6,36.501086508
0,30300,137927,182588,"DebtCon","ProfExe",1,1,0,248.98067202,1,18,40.361852067
0,18000,90000,120600,"DebtCon","Office",25,0,0,272.93333333,3,17,NA
0,23900,31992,57986,"DebtCon","Other",NA,0,0,226.24324322,0,12,38.67184311
0,9200,69657,89082,"DebtCon",NA,3,0,0,217.32115468,0,16,28.749890366
0,23500,68049,93394,"DebtCon","Mgr",6,0,0,191.1124423,2,18,32.13282224
